HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	Ensembl gene ID	Ensembl ID(supplied by Ensembl)
HGNC:53781	PYDC5	Approved		POP3	1q23.1		ENSG00000289721	ENSG00000289721
HGNC:9723	PYGB	Approved			20p11.21		ENSG00000100994	ENSG00000100994
HGNC:9724	PYGBL	Entry Withdrawn			10			
HGNC:9725	PYGL	Approved		GSD6	14q22.1		ENSG00000100504	ENSG00000100504
HGNC:9726	PYGM	Approved		GSD5	11q13.1		ENSG00000068976	ENSG00000068976
HGNC:30256	PYGO1	Approved			15q21.3	AF457207	ENSG00000171016	ENSG00000171016
HGNC:30257	PYGO2	Approved			1q21.3	BC006132	ENSG00000163348	ENSG00000163348
HGNC:55250	PYGO2-AS1	Approved		AL451085.2	1q21.3		ENSG00000271380	
HGNC:9727	PYHG1	Entry Withdrawn						
HGNC:9737	PYHG2	Entry Withdrawn			11			
HGNC:9741	PYHG3	Entry Withdrawn						
HGNC:9742	PYHG4	Entry Withdrawn						
HGNC:9743	PYHG6	Entry Withdrawn						
HGNC:9744	PYHG7	Entry Withdrawn						
HGNC:9745	PYHG8	Entry Withdrawn						
HGNC:9746	PYHG9	Entry Withdrawn						
HGNC:9728	PYHG10	Entry Withdrawn						
HGNC:9729	PYHG11	Entry Withdrawn						
HGNC:9730	PYHG12	Entry Withdrawn						
HGNC:9731	PYHG14	Entry Withdrawn						
HGNC:9732	PYHG15	Entry Withdrawn						
HGNC:9733	PYHG16	Entry Withdrawn						
HGNC:9734	PYHG17	Entry Withdrawn						
HGNC:9735	PYHG18	Entry Withdrawn						
HGNC:9736	PYHG19	Entry Withdrawn						
HGNC:9738	PYHG20	Entry Withdrawn						
HGNC:9739	PYHG21	Entry Withdrawn						
HGNC:9740	PYHG22	Entry Withdrawn						
HGNC:28894	PYHIN1	Approved		IFIX, MGC23885	1q23.1	AY185344	ENSG00000163564	ENSG00000163564
HGNC:51820	PYHIN5P	Approved			1q23.1		ENSG00000229849	ENSG00000229849
HGNC:9747	PYK	Symbol Withdrawn						
HGNC:30258	PYM1	Approved	WIBG	PYM	12q13.2	BC014976	ENSG00000170473	ENSG00000170473
HGNC:26162	PYROXD1	Approved		DKFZp762G094, FLJ22028	12p12.1	AL832441	ENSG00000121350	ENSG00000121350
HGNC:23517	PYROXD2	Approved	C10orf33	FLJ23849	10q24.2	AK074429	ENSG00000119943	ENSG00000119943
HGNC:44317	PYURF	Approved		PreY	4q22.1		ENSG00000145337	ENSG00000145337
HGNC:9748	PYY	Approved		PYY1	17q21.31		ENSG00000131096	ENSG00000131096
HGNC:9749	PYY2	Approved			17q11.2	AF222904	ENSG00000237575	ENSG00000237575
HGNC:31855	PYY3	Approved		OTTHUMG00000021515	Xp11.22		ENSG00000181977	ENSG00000181977
HGNC:9750	PZP	Approved		CPAMD6	12p13.31	X54380, M24416, X51541	ENSG00000126838	ENSG00000126838
HGNC:9751	QARS1	Approved	QARS		3p21.31	X76013	ENSG00000172053	ENSG00000172053
HGNC:9752	QDPR	Approved		DHPR, PKU2, SDR33C1	4p15.32	AB053170	ENSG00000151552	ENSG00000151552
HGNC:21100	QKI	Approved		QK3	6q26	AB067798	ENSG00000112531	ENSG00000112531
HGNC:55255	QKILA	Approved		Loc490	4q31.1		ENSG00000261268	ENSG00000261268
HGNC:28144	QNG1	Approved	C9orf64	MGC10999	9q21.32	AK090882	ENSG00000165118	ENSG00000165118
HGNC:9753	QPCT	Approved		QC, GCT	2p22.2	X71125	ENSG00000115828	ENSG00000115828
HGNC:25952	QPCTL	Approved		FLJ20084	19q13.32	AK000091	ENSG00000011478	ENSG00000011478
HGNC:9754	QPRS	Symbol Withdrawn						
HGNC:9755	QPRT	Approved		QPRTase	16p11.2	D78177	ENSG00000103485	ENSG00000103485
HGNC:29982	QRFP	Approved		26RFa, P518, prepro-26RFa	9q34.12	AB109625	ENSG00000188710	ENSG00000188710
HGNC:15565	QRFPR	Approved	GPR103		4q27	AF411117	ENSG00000186867	ENSG00000186867
HGNC:24713	QRICH1	Approved		FLJ20259, VERBRAS, AB-DIP	3p21.31		ENSG00000198218	ENSG00000198218
HGNC:25326	QRICH2	Approved		DKFZP434P0316	17q25.1	AK058102	ENSG00000129646	ENSG00000129646
HGNC:21020	QRSL1	Approved		GatA, FLJ10989, FLJ12189, DKFZP564C1278, FLJ13447, GATA	6q21	AK001851	ENSG00000130348	ENSG00000130348
HGNC:43667	QRSL1P1	Approved			1q24.2		ENSG00000215833	ENSG00000215833
HGNC:43668	QRSL1P2	Approved			1q41		ENSG00000227613	ENSG00000227613
HGNC:43669	QRSL1P3	Approved			14q13.2		ENSG00000257957	ENSG00000257957
HGNC:26154	QSER1	Approved		FLJ21924	11p13	AL834141	ENSG00000060749	ENSG00000060749
HGNC:9756	QSOX1	Approved	QSCN6		1q25.2	U97276	ENSG00000116260	ENSG00000116260
HGNC:30249	QSOX2	Approved	QSCN6L1	SOXN, DKFZp762A2013	9q34.3	AJ318051	ENSG00000165661	ENSG00000165661
HGNC:23797	QTRT1	Approved		TGT	19p13.3	AF302783	ENSG00000213339	ENSG00000213339
HGNC:39179	QTRT1P1	Approved			Xq23		ENSG00000270524	ENSG00000270524
HGNC:25771	QTRT2	Approved	QTRTD1	FLJ12960	3q13.31	AK023022	ENSG00000151576	ENSG00000151576
HGNC:27329	R3HCC1	Approved		DKFZp564N123	8p21.3		ENSG00000104679	ENSG00000104679
HGNC:23512	R3HCC1L	Approved	C10orf28	GIDRP88, PSORT	10q24.2	AF525304	ENSG00000166024	ENSG00000166024
HGNC:9757	R3HDM1	Approved	R3HDM	KIAA0029	2q21.3	D21852	ENSG00000048991	ENSG00000048991
HGNC:29167	R3HDM2	Approved		KIAA1002	12q13.3	AB023219	ENSG00000179912	ENSG00000179912
HGNC:55457	R3HDM2-DT	Approved			12q13.3		ENSG00000258001	ENSG00000258001
HGNC:44056	R3HDM2P1	Approved			4q28.3		ENSG00000248735	ENSG00000248735
HGNC:44057	R3HDM2P2	Approved			6q16.3		ENSG00000216817	ENSG00000216817
HGNC:28270	R3HDM4	Approved	C19orf22	MGC16353	19p13.3	BC012775	ENSG00000198858	ENSG00000198858
HGNC:16249	R3HDML	Approved		dJ881L22.3	20q13.12	BC107048	ENSG00000101074	ENSG00000101074
HGNC:55830	R3HDML-AS1	Approved		RP5-881L22.5	20q13.12		ENSG00000226812	ENSG00000226812
HGNC:9758	RAB1A	Approved	RAB1	YPT1	2p14	M28209	ENSG00000138069	ENSG00000138069
HGNC:54644	RAB1AP1	Approved			2q32.2		ENSG00000229023	ENSG00000229023
HGNC:54645	RAB1AP2	Approved			6q14.3		ENSG00000217272	ENSG00000217272
HGNC:18370	RAB1B	Approved			11q13.2	AJ245875	ENSG00000174903	ENSG00000174903
HGNC:23683	RAB1C	Approved			9p13.2		ENSG00000233111	ENSG00000233111
HGNC:9763	RAB2A	Approved	RAB2		8q12.1-q12.2		ENSG00000104388	ENSG00000104388
HGNC:20246	RAB2B	Approved		FLJ14824	14q11.2	AK027730	ENSG00000129472	ENSG00000129472
HGNC:9777	RAB3A	Approved			19p13.11		ENSG00000105649	ENSG00000105649
HGNC:9778	RAB3B	Approved			1p32.3	BC005035	ENSG00000169213	ENSG00000169213
HGNC:30269	RAB3C	Approved			5q11.2	AY026936	ENSG00000152932	ENSG00000152932
HGNC:9779	RAB3D	Approved	GOV	RAB16, D2-2, RAD3D	19p13.2	AF081353	ENSG00000105514	ENSG00000105514
HGNC:17063	RAB3GAP1	Approved		RAB3GAP, KIAA0066, RAB3GAP130, WARBM1	2q21.3	D31886	ENSG00000115839	ENSG00000115839
HGNC:17168	RAB3GAP2	Approved		RAB3-GAP150, KIAA0839, DKFZP434D245, SPG69	1q41	AB020646	ENSG00000118873	ENSG00000118873
HGNC:9780	RAB3IL1	Approved		GRAB	11q12.2-q12.3	AF084557	ENSG00000167994	ENSG00000167994
HGNC:16508	RAB3IP	Approved		RABIN3, FLJ22548, RABIN8	12q15		ENSG00000127328	ENSG00000127328
HGNC:9781	RAB4A	Approved	RAB4	HRES-1/RAB4	1q42.13	BC004309	ENSG00000168118	ENSG00000168118
HGNC:55934	RAB4A-AS1	Approved			1q42.13		ENSG00000177788	ENSG00000177788
HGNC:9782	RAB4B	Approved		FLJ78649, MGC52123	19q13.2	AF165522	ENSG00000167578	ENSG00000167578
HGNC:44465	RAB4B-EGLN2	Approved		RERT-lncRNA	19q13.2	AK291385	ENSG00000171570	ENSG00000171570
HGNC:9783	RAB5A	Approved	RAB5		3p24.3		ENSG00000144566	ENSG00000144566
HGNC:9784	RAB5B	Approved			12q13.2		ENSG00000111540	ENSG00000111540
HGNC:9785	RAB5C	Approved	RABL	RAB5CL	17q21.2	U18420	ENSG00000108774	ENSG00000108774
HGNC:55289	RAB5C-AS1	Approved			17q21.2		ENSG00000267658	ENSG00000267658
HGNC:45104	RAB5CP1	Approved			10q22.2		ENSG00000213731	ENSG00000213731
HGNC:45106	RAB5CP2	Approved			5q14.3		ENSG00000251356	ENSG00000251356
HGNC:15870	RAB5IF	Approved	C20orf24	PNAS-11, RIP5, RCAF1, OPTI	20q11.23	AF112213	ENSG00000101084	ENSG00000101084
HGNC:9786	RAB6A	Approved	RAB6		11q13.4	AF130986	ENSG00000175582	ENSG00000175582
HGNC:14902	RAB6B	Approved			3q22.1	AF166492	ENSG00000154917	ENSG00000154917
HGNC:16525	RAB6C	Approved		WTH3	2q21.1	AF124200	ENSG00000222014	ENSG00000222014
HGNC:49278	RAB6C-AS1	Approved			2q21.1		ENSG00000225449	ENSG00000225449
HGNC:30272	RAB6D	Approved		RAB6CL, WTH3DI	2q21.1		ENSG00000233087	ENSG00000233087
HGNC:9788	RAB7A	Approved	RAB7, CMT2B		3q21.3	X93499	ENSG00000075785	ENSG00000075785
HGNC:30513	RAB7B	Approved		MGC9726, MGC16212	1q32.1	AY094596	ENSG00000276600	ENSG00000276600
HGNC:7007	RAB8A	Approved	MEL	RAB8	19p13.11		ENSG00000167461	ENSG00000167461
HGNC:30273	RAB8B	Approved			15q22.2	AL833365	ENSG00000166128	ENSG00000166128
HGNC:9790	RAB8IP	Symbol Withdrawn						
HGNC:9791	RAB8IPL1	Symbol Withdrawn						
HGNC:9792	RAB9A	Approved	RAB9		Xp22.2	U44103	ENSG00000123595	ENSG00000123595
HGNC:38104	RAB9AP1	Approved			Yq11.223		ENSG00000232910	ENSG00000232910
HGNC:38106	RAB9AP2	Approved			Yq11.23		ENSG00000223856	ENSG00000223856
HGNC:38107	RAB9AP3	Approved			Yq11.23		ENSG00000223655	ENSG00000223655
HGNC:38108	RAB9AP4	Approved			Yq11.222		ENSG00000235479	ENSG00000235479
HGNC:38109	RAB9AP5	Approved			Yq11.23		ENSG00000231423	ENSG00000231423
HGNC:14090	RAB9B	Approved		RAB9L	Xq22.2	AB036693	ENSG00000123570	ENSG00000123570
HGNC:9793	RAB9BP1	Approved	RAB9P1		5q21.2-q21.3	U44105	ENSG00000232159	ENSG00000232159
HGNC:9759	RAB10	Approved			2p23.3	AF106681	ENSG00000084733	ENSG00000084733
HGNC:9760	RAB11A	Approved		YL8	15q22.31	X56740	ENSG00000103769	ENSG00000103769
HGNC:45188	RAB11AP1	Approved			10q23.33		ENSG00000227995	ENSG00000227995
HGNC:45189	RAB11AP2	Approved			12q14.3		ENSG00000255976	ENSG00000255976
HGNC:9761	RAB11B	Approved		H-YPT3	19p13.2	X79780	ENSG00000185236	ENSG00000185236
HGNC:44178	RAB11B-AS1	Approved		MIR4999HG	19p13.2	BC014506	ENSG00000269386	ENSG00000269386
HGNC:30265	RAB11FIP1	Approved		RCP, FLJ22622, FLJ22524, Rab11-FIP1	8p11.23	AK092296	ENSG00000156675	ENSG00000156675
HGNC:42366	RAB11FIP1P1	Approved			Xq13.2		ENSG00000228492	ENSG00000228492
HGNC:29152	RAB11FIP2	Approved		KIAA0941, nRip11, Rab11-FIP2	10q26.11	AY037299	ENSG00000107560	ENSG00000107560
HGNC:17224	RAB11FIP3	Approved		KIAA0665, Rab11-FIP3, eferin	16p13.3	AB014565	ENSG00000090565	ENSG00000090565
HGNC:30267	RAB11FIP4	Approved		RAB11-FIP4, KIAA1821, MGC11316, FLJ00131	17q11.2	AB058724	ENSG00000131242	ENSG00000131242
HGNC:24845	RAB11FIP5	Approved		GAF1, KIAA0857, RIP11, pp75	2p13.2	AF334812	ENSG00000135631	ENSG00000135631
HGNC:31332	RAB12	Approved			18p11.22		ENSG00000206418	ENSG00000206418
HGNC:9762	RAB13	Approved			1q21.3	X75593	ENSG00000143545	ENSG00000143545
HGNC:16524	RAB14	Approved		FBP, RAB-14	9q33.2	AF152463	ENSG00000119396	ENSG00000119396
HGNC:20150	RAB15	Approved			14q23.3	BC014511	ENSG00000139998	ENSG00000139998
HGNC:16523	RAB17	Approved			2q37.3	AK022600	ENSG00000124839	ENSG00000124839
HGNC:56028	RAB17-DT	Approved			2q37.3		ENSG00000234949	ENSG00000234949
HGNC:14244	RAB18	Approved			10p12.1	AJ277145	ENSG00000099246	ENSG00000099246
HGNC:19982	RAB19	Approved		RAB19B	7q34		ENSG00000146955	ENSG00000146955
HGNC:18260	RAB20	Approved		FLJ20429	13q34	AK000436	ENSG00000139832	ENSG00000139832
HGNC:18263	RAB21	Approved		KIAA0118	12q21.1	AF091035	ENSG00000080371	ENSG00000080371
HGNC:9764	RAB22A	Approved			20q13.32	AF091034	ENSG00000124209	ENSG00000124209
HGNC:14263	RAB23	Approved			6p12.1-p11.2	AB034244	ENSG00000112210	ENSG00000112210
HGNC:9765	RAB24	Approved			5q35.3	AF087904	ENSG00000169228	ENSG00000169228
HGNC:18238	RAB25	Approved		CATX-8	1q22	AF083124	ENSG00000132698	ENSG00000132698
HGNC:14259	RAB26	Approved			16p13.3	AB027137	ENSG00000167964	ENSG00000167964
HGNC:9766	RAB27A	Approved		RAB27, RAM, GS2, HsT18676	15q21.3	U38654	ENSG00000069974	ENSG00000069974
HGNC:9767	RAB27B	Approved			18q21.2	U57093	ENSG00000041353	ENSG00000041353
HGNC:9768	RAB28	Approved			4p15.33	X94703	ENSG00000157869	ENSG00000157869
HGNC:50380	RAB28P1	Approved			9p12		ENSG00000226108	ENSG00000226108
HGNC:50381	RAB28P2	Approved			9q13		ENSG00000236825	ENSG00000236825
HGNC:50382	RAB28P3	Approved			9p11.1		ENSG00000227353	ENSG00000227353
HGNC:51548	RAB28P4	Approved			9q21.11		ENSG00000276894	ENSG00000276894
HGNC:51547	RAB28P5	Approved			Xq26.3		ENSG00000225400	ENSG00000225400
HGNC:9789	RAB29	Approved	RAB7L, RAB7L1		1q32.1	D84488	ENSG00000117280	ENSG00000117280
HGNC:9770	RAB30	Approved			11q14.1	U57092	ENSG00000137502	ENSG00000137502
HGNC:48672	RAB30-DT	Approved	RAB30-AS1		11q14.1		ENSG00000246067	ENSG00000246067
HGNC:9771	RAB31	Approved		Rab22B	18p11.22	U59877	ENSG00000168461	ENSG00000168461
HGNC:9772	RAB32	Approved			6q24.3	U71127	ENSG00000118508	ENSG00000118508
HGNC:9773	RAB33A	Approved		RabS10	Xq26.1	D14889	ENSG00000134594	ENSG00000134594
HGNC:16075	RAB33B	Approved		DKFZP434G099	4q31.1	AF350420	ENSG00000172007	ENSG00000172007
HGNC:55153	RAB33B-AS1	Approved			4q31.1		ENSG00000273247	ENSG00000273247
HGNC:16519	RAB34	Approved		RAB39, RAH, NARR	17q11.2	AF322067	ENSG00000109113	ENSG00000109113
HGNC:9774	RAB35	Approved		H-ray	12q24.23	X79781	ENSG00000111737	ENSG00000111737
HGNC:56348	RAB35-AS1	Approved		AC004812.2	12q24.23		ENSG00000277283	ENSG00000277283
HGNC:9775	RAB36	Approved			22q11.23	AB023061	ENSG00000100228	ENSG00000100228
HGNC:30268	RAB37	Approved			17q25.1	BC040547	ENSG00000172794	ENSG00000172794
HGNC:9776	RAB38	Approved		NY-MEL-1	11q14.2	AF235022	ENSG00000123892	ENSG00000123892
HGNC:16521	RAB39A	Approved	RAB39		11q22.3	X99962	ENSG00000179331	ENSG00000179331
HGNC:16499	RAB39B	Approved	MRX72, WSN		Xq28	AY052478	ENSG00000155961	ENSG00000155961
HGNC:18283	RAB40A	Approved		RAR2A, Rar-2	Xq22.2	AF132748	ENSG00000172476	ENSG00000172476
HGNC:25410	RAB40AL	Approved		RAR2, RLGP	Xq22.1	BC101169	ENSG00000102128	ENSG00000102128
HGNC:18284	RAB40B	Approved		SEC4L, RAR	17q25.3	U05227	ENSG00000141542	ENSG00000141542
HGNC:18285	RAB40C	Approved	RASL8C	RARL	16p13.3	Z84779	ENSG00000197562	ENSG00000197562
HGNC:18293	RAB41	Approved			Xq13.1		ENSG00000147127	ENSG00000147127
HGNC:28702	RAB42	Approved		MGC45806	1p35.3	BC033175	ENSG00000188060	ENSG00000188060
HGNC:19799	RAB42P1	Approved	RAB42, RAB42P		14q32.11		ENSG00000230997	ENSG00000230997
HGNC:19983	RAB43	Approved		RAB41, RAB11B, ISY1	3q21.3	AY166852	ENSG00000172780	ENSG00000172780
HGNC:33153	RAB43P1	Approved	RAB43P	RAB41P	16q11.2		ENSG00000259856	ENSG00000259856
HGNC:21068	RAB44	Approved	RASD3, RASL13	dJ431A14.3	6p21.2		ENSG00000255587	ENSG00000255587
HGNC:9794	RABAC1	Approved		PRA1, PRAF1, YIP3	19q13.2	AJ133534	ENSG00000105404	ENSG00000105404
HGNC:17677	RABEP1	Approved		neurocrescin, RAB5EP, RABPT5, rabaptin-5	17p13.2	AF098638	ENSG00000029725	ENSG00000029725
HGNC:24817	RABEP2	Approved		FRA, FLJ23282	16p11.2	AK026935	ENSG00000177548	ENSG00000177548
HGNC:16896	RABEPK	Approved		RAB9P40, bA65N13.1	9q33.3	BC000503	ENSG00000136933	ENSG00000136933
HGNC:39791	RABEPKP1	Approved			13q21.33		ENSG00000225801	ENSG00000225801
HGNC:17155	RABGAP1	Approved		GAPCenA, TBC1D11	9q33.2-q33.3	AJ011679	ENSG00000011454	ENSG00000011454
HGNC:24663	RABGAP1L	Approved		HHL, TBC1D18, KIAA0471, FLJ38519	1q25.1	AF279778	ENSG00000152061	ENSG00000152061
HGNC:41057	RABGAP1L-AS1	Approved			1q25.1		ENSG00000229531	ENSG00000229531
HGNC:54296	RABGAP1L-DT	Approved			1q25.1		ENSG00000227373	ENSG00000227373
HGNC:41471	RABGAP1L-IT1	Approved			1q25.1		ENSG00000223525	ENSG00000223525
HGNC:17676	RABGEF1	Approved		rabex-5, RABEX5	7q11.21	AJ250042	ENSG00000154710	ENSG00000154710
HGNC:55751	RABGEF1P1	Approved			7q11.21		ENSG00000229180	ENSG00000229180
HGNC:55752	RABGEF1P2	Approved			7q11.21		ENSG00000230189	ENSG00000230189
HGNC:55753	RABGEF1P3	Approved			7q11.23		ENSG00000224273	ENSG00000224273
HGNC:9795	RABGGTA	Approved		PTAR3	14q12		ENSG00000100949	ENSG00000100949
HGNC:9796	RABGGTB	Approved			1p31.1	U49245	ENSG00000137955	ENSG00000137955
HGNC:56479	RABGGTBP1	Approved			3q13.2		ENSG00000240751	ENSG00000240751
HGNC:9797	RABIF	Approved	RASGRF3	mss4	1q32.1	S78873	ENSG00000183155	ENSG00000183155
HGNC:9798	RABL	Symbol Withdrawn						
HGNC:9799	RABL2A	Approved			2q14.1		ENSG00000144134	ENSG00000144134
HGNC:9800	RABL2B	Approved			22q13.33		ENSG00000079974	ENSG00000079974
HGNC:18072	RABL3	Approved		MGC23920	3q13.33	BC020832	ENSG00000144840	ENSG00000144840
HGNC:24703	RABL6	Approved	C9orf86	FLJ10101, FLJ13045, pp8875, bA216L13.9, Parf, RBEL1	9q34.3	AK094382	ENSG00000196642	ENSG00000196642
HGNC:9801	RAC1	Approved		TC-25, p21-Rac1, Rac-1	7p22.1	AJ132695	ENSG00000136238	ENSG00000136238
HGNC:31001	RAC1P1	Approved		HsT2789	18q11.2		ENSG00000266520	ENSG00000266520
HGNC:31414	RAC1P2	Approved		Psi2Rac1	4p12		ENSG00000249936	ENSG00000249936
HGNC:31833	RAC1P3	Approved		Psi3Rac1	13q14.11		ENSG00000231404	ENSG00000231404
HGNC:31113	RAC1P4	Approved	RAC4	Psi4Rac1	Xq26.3		ENSG00000237584	ENSG00000237584
HGNC:30593	RAC1P5	Approved		Psi1Rac1	4q25	AF542527	ENSG00000213522	ENSG00000213522
HGNC:42006	RAC1P6	Approved			7q31.2		ENSG00000226962	ENSG00000226962
HGNC:42007	RAC1P7	Approved			1q42.2		ENSG00000236101	ENSG00000236101
HGNC:42005	RAC1P8	Approved			13q21.31		ENSG00000234033	ENSG00000234033
HGNC:50774	RAC1P9	Approved			7p12.1		ENSG00000271306	ENSG00000271306
HGNC:9802	RAC2	Approved		EN-7	22q13.1	M64595	ENSG00000128340	ENSG00000128340
HGNC:9803	RAC3	Approved			17q25.3	AF008591	ENSG00000169750	ENSG00000169750
HGNC:9804	RACGAP1	Approved		MgcRacGAP, CYK4	12q13.12		ENSG00000161800	ENSG00000161800
HGNC:24689	RACGAP1P1	Approved	RACGAP1P	FKSG42	12q12	AF334184	ENSG00000257331	ENSG00000257331
HGNC:9805	RACH	Entry Withdrawn						
HGNC:4399	RACK1	Approved	GNB2L1	Gnb2-rs1, H12.3	5q35.3	M24194	ENSG00000204628	ENSG00000204628
HGNC:55463	RACK1P1	Approved			5q21.3		ENSG00000249921	ENSG00000249921
HGNC:55464	RACK1P2	Approved			2p22.2		ENSG00000270677	ENSG00000270677
HGNC:55465	RACK1P3	Approved			4q22.2		ENSG00000249239	ENSG00000249239
HGNC:9806	RAD1	Approved		HRAD1, REC1	5p13.2	AF074717	ENSG00000113456	ENSG00000113456
HGNC:49479	RAD1P1	Approved			10q26.11		ENSG00000234569	ENSG00000234569
HGNC:49480	RAD1P2	Approved			1q23.1		ENSG00000233473	ENSG00000233473
HGNC:9810	RAD2	Symbol Withdrawn						
HGNC:9827	RAD9A	Approved	RAD9		11q13.2	U53174	ENSG00000172613	ENSG00000172613
HGNC:21700	RAD9B	Approved		FLJ40346	12q24.11		ENSG00000151164	ENSG00000151164
HGNC:9807	RAD17	Approved		Rad24, RAD17Sp, CCYC	5q13.2	AF085736	ENSG00000152942	ENSG00000152942
HGNC:9808	RAD17P1	Approved		HRAD17P1	7p21.1	AJ131309	ENSG00000232400	ENSG00000232400
HGNC:9809	RAD17P2	Approved		HRAD17P2	13q14.2	AJ131310	ENSG00000223724	ENSG00000223724
HGNC:18278	RAD18	Approved		RNF73	3p25.3		ENSG00000070950	ENSG00000070950
HGNC:9811	RAD21	Approved		KIAA0078, hHR21, SCC1	8q24.11	BC050381	ENSG00000164754	ENSG00000164754
HGNC:32158	RAD21-AS1	Approved	C8orf81, NCRNA00255		8q24.11	BC031280	ENSG00000253327	ENSG00000253327
HGNC:16271	RAD21L1	Approved		dJ545L17.2, RAD21L	20p13	AL031665	ENSG00000244588	ENSG00000244588
HGNC:55032	RAD21P1	Approved			Xq22.1		ENSG00000238116	ENSG00000238116
HGNC:9812	RAD23A	Approved		HHR23A, MGC111083	19p13.13		ENSG00000179262	ENSG00000179262
HGNC:9813	RAD23B	Approved		HHR23B, P58, HR23B	9q31.2		ENSG00000119318	ENSG00000119318
HGNC:44509	RAD23BP1	Approved			3p24.3		ENSG00000236570	ENSG00000236570
HGNC:44510	RAD23BP2	Approved			7q21.11		ENSG00000230244	ENSG00000230244
HGNC:9814	RAD23BP3	Approved	RAD23BLP		21q21.1		ENSG00000226298	ENSG00000226298
HGNC:9815	RAD30B	Symbol Withdrawn						
HGNC:9816	RAD50	Approved		hRad50, RAD50-2	5q31.1	Z75311	ENSG00000113522	ENSG00000113522
HGNC:9817	RAD51	Approved	RAD51A, RECA	HsRad51, HsT16930, BRCC5, FANCR	15q15.1	D13804	ENSG00000051180	ENSG00000051180
HGNC:48621	RAD51-AS1	Approved		TODRA	15q15.1	AK125393	ENSG00000245849	ENSG00000245849
HGNC:9818	RAD51A	Symbol Withdrawn						
HGNC:16956	RAD51AP1	Approved		PIR51	12p13.32	AF006259	ENSG00000111247	ENSG00000111247
HGNC:49646	RAD51AP1P1	Approved			3q22.3		ENSG00000214283	ENSG00000214283
HGNC:34417	RAD51AP2	Approved		FLJ17540	2p24.2	AK310498	ENSG00000214842	ENSG00000214842
HGNC:9822	RAD51B	Approved	RAD51L1	REC2, hREC2, R51H2	14q24.1	U84138	ENSG00000182185	ENSG00000182185
HGNC:9820	RAD51C	Approved		RAD51L2, FANCO	17q22	AF029670	ENSG00000108384	ENSG00000108384
HGNC:9823	RAD51D	Approved	RAD51L3	R51H3, Trad, HsTRAD	17q12	AF034956	ENSG00000185379	ENSG00000185379
HGNC:9819	RAD51L1	Symbol Withdrawn						
HGNC:9821	RAD51L3	Symbol Withdrawn						
HGNC:9824	RAD52	Approved			12p13.33		ENSG00000002016	ENSG00000002016
HGNC:54559	RAD52P1	Approved			2q31.2		ENSG00000237964	ENSG00000237964
HGNC:9825	RAD54	Symbol Withdrawn						
HGNC:17228	RAD54B	Approved		RDH54	8q22.1	AF112481	ENSG00000197275	ENSG00000197275
HGNC:9826	RAD54L	Approved		hHR54, hRAD54, RAD54A	1p34.1	X97795	ENSG00000085999	ENSG00000085999
HGNC:29123	RAD54L2	Approved		KIAA0809, SRISNF2L, ARIP4	3p21.2	AB018352	ENSG00000164080	ENSG00000164080
HGNC:54570	RAD54L2P1	Approved			19p12		ENSG00000269316	ENSG00000269316
HGNC:22226	RADIL	Approved		FLJ10324, KIAA1849, RASIP2	7p22.1	AB058752	ENSG00000157927	ENSG00000157927
HGNC:25486	RADX	Approved	CXorf57	FLJ14191, FLJ10178	Xq22.3	AK024253	ENSG00000147231	ENSG00000147231
HGNC:9828	RAE1	Approved		Mnrp41, Gle2	20q13.31	U84720	ENSG00000101146	ENSG00000101146
HGNC:16793	RAET1E	Approved		LETAL, bA350J20.7, ULBP4	6q25.1	AF359243	ENSG00000164520	ENSG00000164520
HGNC:48994	RAET1E-AS1	Approved		RAET1G-AS1	6q25.1		ENSG00000223701	ENSG00000223701
HGNC:16794	RAET1F	Approved			6q24.1-q25.1			
HGNC:16795	RAET1G	Approved		ULBP5	6q25.1	AY172579	ENSG00000203722	ENSG00000203722
HGNC:16796	RAET1J	Symbol Withdrawn			6q24.1-25.1			
HGNC:16797	RAET1K	Approved			6q25.1	AF425244	ENSG00000218358	
HGNC:16798	RAET1L	Approved			6q25.1	AY039682	ENSG00000155918	ENSG00000155918
HGNC:16799	RAET1M	Approved			6q25.1		ENSG00000216444	ENSG00000216444
HGNC:9829	RAF1	Approved		Raf-1, c-Raf, CRAF	3p25.2	X03484	ENSG00000132155	ENSG00000132155
HGNC:9830	RAF1P1	Approved			4p16.1		ENSG00000250040	ENSG00000250040
HGNC:18616	RAF1P2	Entry Withdrawn			7q11.1			
HGNC:9831	RAG1	Approved		RNF74, MGC43321	11p12	M29474	ENSG00000166349	ENSG00000166349
HGNC:9832	RAG2	Approved			11p12	AF080577	ENSG00000175097	ENSG00000175097
HGNC:9834	RAI1	Approved	SMCR	DKFZP434A139, SMS, KIAA1820, MGC12824	17p11.2	AJ230819	ENSG00000108557	ENSG00000108557
HGNC:40496	RAI1-AS1	Approved			17p11.2	BX366317, BX401587	ENSG00000237328	ENSG00000237328
HGNC:9835	RAI2	Approved			Xp22.13	Z93242	ENSG00000131831	ENSG00000131831
HGNC:9837	RAI4	Entry Withdrawn			reserved			
HGNC:9838	RAI5	Entry Withdrawn			reserved			
HGNC:14873	RAI14	Approved		NORPEG, KIAA1334, RAI13, DKFZp564G013	5p13.2	AB037755	ENSG00000039560	ENSG00000039560
HGNC:55983	RAI14-DT	Approved			5p13.2		ENSG00000271874	ENSG00000271874
